x,y
-1,-1.5574077246549023
-0.998,-1.550577951390186
-0.996,-1.5437904076049256
-0.994,-1.5370446490400813
-0.992,-1.5303402375541768
-0.99,-1.5236767410179022
-0.988,-1.517053733210887
-0.986,-1.5104707937205926
-0.984,-1.5039275078432686
-0.982,-1.4974234664869317
-0.98,-1.4909582660763114
-0.978,-1.4845315084597215
-0.976,-1.4781428008178084
-0.974,-1.471791755574136
-0.972,-1.46547799030756
-0.97,-1.4592011276663537
-0.968,-1.4529607952840413
-0.966,-1.4467566256969029
-0.964,-1.4405882562631085
-0.962,-1.4344553290834468
-0.96,-1.4283574909236105
-0.958,-1.4222943931380032
-0.956,-1.4162656915950338
-0.954,-1.410271046603862
-0.952,-1.4043101228425663
-0.95,-1.398382589287699
-0.948,-1.392488119145198
-0.946,-1.3866263897826259
-0.944,-1.3807970826627043
-0.942,-1.3749998832781192
-0.94,-1.3692344810875627
-0.938,-1.36350056945299
-0.9359999999999999,-1.3577978455780606
-0.9339999999999999,-1.3521260104477397
-0.9319999999999999,-1.3464847687690336
-0.9299999999999999,-1.3408738289128341
-0.9279999999999999,-1.3352929028568497
-0.9259999999999999,-1.3297417061295969
-0.9239999999999999,-1.3242199577554308
-0.9219999999999999,-1.3187273802005917
-0.9199999999999999,-1.3132636993202476
-0.9179999999999999,-1.3078286443065077
-0.9159999999999999,-1.3024219476373897
-0.9139999999999999,-1.297043345026718
-0.9119999999999999,-1.2916925753749355
-0.9099999999999999,-1.2863693807208074
-0.9079999999999999,-1.2810735061939982
-0.9059999999999999,-1.2758046999685064
-0.9039999999999999,-1.270562713216935
-0.9019999999999999,-1.265347300065583
-0.8999999999999999,-1.260158217550339
-0.8979999999999999,-1.2549952255733623
-0.8959999999999999,-1.2498580868605338
-0.8939999999999999,-1.2447465669196591
-0.8919999999999999,-1.239660433999413
-0.8899999999999999,-1.2345994590490044
-0.8879999999999999,-1.2295634156785518
-0.8859999999999999,-1.2245520801201515
-0.8839999999999999,-1.2195652311896268
-0.8819999999999999,-1.2146026502489418
-0.8799999999999999,-1.209664121169268
-0.8779999999999999,-1.204749430294692
-0.8759999999999999,-1.1998583664065465
-0.8739999999999999,-1.1949907206883583
-0.8719999999999999,-1.1901462866913952
-0.8699999999999999,-1.185324860300805
-0.8679999999999999,-1.1805262397023295
-0.8659999999999999,-1.1757502253495864
-0.8639999999999999,-1.170996619931907
-0.8619999999999999,-1.1662652283427164
-0.8599999999999999,-1.1615558576484473
-0.8579999999999999,-1.1568683170579783
-0.8559999999999999,-1.1522024178925827
-0.8539999999999999,-1.1475579735563814
-0.8519999999999999,-1.1429347995072885
-0.8499999999999999,-1.138332713228439
-0.8479999999999999,-1.133751534200093
-0.8459999999999999,-1.129191083872001
-0.8439999999999999,-1.1246511856362287
-0.8419999999999999,-1.1201316648004265
-0.8399999999999999,-1.1156323485615376
-0.8379999999999999,-1.111153065979938
-0.8359999999999999,-1.1066936479539966
-0.8339999999999999,-1.102253927195049
-0.8319999999999999,-1.0978337382027799
-0.8299999999999998,-1.0934329172409996
-0.8279999999999998,-1.0890513023138166
-0.8259999999999998,-1.0846887331421888
-0.8239999999999998,-1.0803450511408546
-0.8219999999999998,-1.0760200993956304
-0.8199999999999998,-1.0717137226410733
-0.8179999999999998,-1.0674257672384975
-0.8159999999999998,-1.0631560811543403
-0.8139999999999998,-1.0589045139388709
-0.8119999999999998,-1.0546709167052346
-0.8099999999999998,-1.0504551421088288
-0.8079999999999998,-1.0462570443270018
-0.8059999999999998,-1.0420764790390693
-0.8039999999999998,-1.0379133034066432
-0.8019999999999998,-1.0337673760542696
-0.7999999999999998,-1.0296385570503637
-0.7979999999999998,-1.025526707888443
-0.7959999999999998,-1.02143169146865
-0.7939999999999998,-1.0173533720795602
-0.7919999999999998,-1.0132916153802691
-0.7899999999999998,-1.0092462883827544
-0.7879999999999998,-1.0052172594345092
-0.7859999999999998,-1.0012043982014387
-0.7839999999999998,-0.9972075756510173
-0.7819999999999998,-0.9932266640357037
-0.7799999999999998,-0.9892615368766046
-0.7779999999999998,-0.985312068947386
-0.7759999999999998,-0.981378136258428
-0.7739999999999998,-0.9774596160412161
-0.7719999999999998,-0.973556386732968
-0.7699999999999998,-0.969668327961489
-0.7679999999999998,-0.9657953205302546
-0.7659999999999998,-0.9619372464037135
-0.7639999999999998,-0.9580939886928103
-0.7619999999999998,-0.9542654316407215
-0.7599999999999998,-0.9504514606088026
-0.7579999999999998,-0.9466519620627417
-0.7559999999999998,-0.9428668235589173
-0.7539999999999998,-0.9390959337309548
-0.7519999999999998,-0.9353391822764814
-0.7499999999999998,-0.931596459944072
-0.7479999999999998,-0.9278676585203871
-0.7459999999999998,-0.9241526708174953
-0.7439999999999998,-0.9204513906603808
-0.7419999999999998,-0.9167637128746309
-0.7399999999999998,-0.9130895332743004
-0.7379999999999998,-0.9094287486499509
-0.7359999999999998,-0.9057812567568612
-0.7339999999999998,-0.9021469563034062
-0.7319999999999998,-0.8985257469396022
-0.7299999999999998,-0.894917529245814
-0.7279999999999998,-0.8913222047216239
-0.7259999999999998,-0.8877396757748564
-0.7239999999999998,-0.8841698457107593
-0.7219999999999998,-0.8806126187213372
-0.7199999999999998,-0.8770678998748337
-0.7179999999999997,-0.8735355951053628
-0.7159999999999997,-0.8700156112026839
-0.7139999999999997,-0.8665078558021202
-0.7119999999999997,-0.8630122373746175
-0.7099999999999997,-0.8595286652169404
-0.7079999999999997,-0.8560570494420052
-0.7059999999999997,-0.8525973009693459
-0.7039999999999997,-0.8491493315157117
-0.7019999999999997,-0.8457130535857936
-0.6999999999999997,-0.842288380463079
-0.6979999999999997,-0.8388752262008308
-0.6959999999999997,-0.8354735056131901
-0.6939999999999997,-0.8320831342663993
-0.6919999999999997,-0.8287040284701466
-0.6899999999999997,-0.8253361052690245
-0.6879999999999997,-0.8219792824341074
-0.6859999999999997,-0.818633478454641
-0.6839999999999997,-0.8152986125298427
-0.6819999999999997,-0.8119746045608152
-0.6799999999999997,-0.8086613751425648
-0.6779999999999997,-0.8053588455561295
-0.6759999999999997,-0.8020669377608104
-0.6739999999999997,-0.7987855743865067
-0.6719999999999997,-0.7955146787261529
-0.6699999999999997,-0.7922541747282563
-0.6679999999999997,-0.7890039869895321
-0.6659999999999997,-0.7857640407476368
-0.6639999999999997,-0.7825342618739968
-0.6619999999999997,-0.7793145768667301
-0.6599999999999997,-0.776104912843663
-0.6579999999999997,-0.7729051975354355
-0.6559999999999997,-0.7697153592786979
-0.6539999999999997,-0.7665353270093961
-0.6519999999999997,-0.7633650302561428
-0.6499999999999997,-0.7602043991336758
-0.6479999999999997,-0.7570533643363999
-0.6459999999999997,-0.7539118571320127
-0.6439999999999997,-0.7507798093552115
-0.6419999999999997,-0.7476571534014815
-0.6399999999999997,-0.7445438222209634
-0.6379999999999997,-0.7414397493123992
-0.6359999999999997,-0.7383448687171551
-0.6339999999999997,-0.7352591150133205
-0.6319999999999997,-0.7321824233098816
-0.6299999999999997,-0.7291147292409685
-0.6279999999999997,-0.7260559689601761
-0.6259999999999997,-0.7230060791349544
-0.6239999999999997,-0.7199649969410714
-0.6219999999999997,-0.7169326600571446
-0.6199999999999997,-0.7139090066592397
-0.6179999999999997,-0.7108939754155391
-0.6159999999999997,-0.7078875054810746
-0.6139999999999997,-0.7048895364925267
-0.6119999999999997,-0.7019000085630881
-0.6099999999999997,-0.6989188622773905
-0.6079999999999997,-0.6959460386864942
-0.6059999999999997,-0.6929814793029394
-0.6039999999999996,-0.6900251260958579
-0.6019999999999996,-0.6870769214861452
-0.5999999999999996,-0.6841368083416918
-0.5979999999999996,-0.6812047299726713
-0.5959999999999996,-0.678280630126888
-0.5939999999999996,-0.6753644529851786
-0.5919999999999996,-0.6724561431568717
-0.5899999999999996,-0.6695556456753013
-0.5879999999999996,-0.6666629059933737
-0.5859999999999996,-0.6637778699791892
-0.5839999999999996,-0.6609004839117151
-0.5819999999999996,-0.6580306944765116
-0.5799999999999996,-0.6551684487615077
-0.5779999999999996,-0.6523136942528283
-0.5759999999999996,-0.6494663788306707
-0.5739999999999996,-0.6466264507652296
-0.5719999999999996,-0.6437938587126716
-0.5699999999999996,-0.6409685517111554
-0.5679999999999996,-0.6381504791769007
-0.5659999999999996,-0.6353395909003026
-0.5639999999999996,-0.6325358370420908
-0.5619999999999996,-0.6297391681295359
-0.5599999999999996,-0.6269495350526976
-0.5579999999999996,-0.6241668890607182
-0.5559999999999996,-0.6213911817581586
-0.5539999999999996,-0.6186223651013774
-0.5519999999999996,-0.6158603913949507
-0.5499999999999996,-0.613105213288135
-0.5479999999999996,-0.6103567837713694
-0.5459999999999996,-0.6076150561728182
-0.5439999999999996,-0.6048799841549544
-0.5419999999999996,-0.6021515217111804
-0.5399999999999996,-0.5994296231624892
-0.5379999999999996,-0.5967142431541623
-0.5359999999999996,-0.5940053366525058
-0.5339999999999996,-0.5913028589416228
-0.5319999999999996,-0.5886067656202235
-0.5299999999999996,-0.5859170125984703
-0.5279999999999996,-0.5832335560948587
-0.5259999999999996,-0.5805563526331339
-0.5239999999999996,-0.5778853590392403
-0.5219999999999996,-0.5752205324383075
-0.5199999999999996,-0.5725618302516678
-0.5179999999999996,-0.5699092101939084
-0.5159999999999996,-0.5672626302699548
-0.5139999999999996,-0.5646220487721887
-0.5119999999999996,-0.5619874242775955
-0.5099999999999996,-0.5593587156449447
-0.5079999999999996,-0.5567358820120009
-0.5059999999999996,-0.5541188827927653
-0.5039999999999996,-0.5515076776747481
-0.5019999999999996,-0.5489022266162691
-0.49999999999999956,-0.5463024898437899
-0.49799999999999955,-0.5437084278492734
-0.49599999999999955,-0.5411200013875728
-0.49399999999999955,-0.5385371714738483
-0.49199999999999955,-0.5359598993810124
-0.48999999999999955,-0.5333881466372025
-0.48799999999999955,-0.5308218750232798
-0.48599999999999954,-0.5282610465703564
-0.48399999999999954,-0.5257056235573482
-0.48199999999999954,-0.5231555685085533
-0.47999999999999954,-0.5206108441912575
-0.47799999999999954,-0.518071413613364
-0.47599999999999953,-0.5155372400210488
-0.47399999999999953,-0.5130082868964414
-0.47199999999999953,-0.5104845179553283
-0.46999999999999953,-0.5079658971448829
-0.4679999999999995,-0.5054523886414168
-0.4659999999999995,-0.5029439568481568
-0.4639999999999995,-0.5004405663930439
-0.4619999999999995,-0.49794218212655517
-0.4599999999999995,-0.49544876911954905
-0.4579999999999995,-0.492960292661132
-0.4559999999999995,-0.4904767182565481
-0.4539999999999995,-0.4879980116250899
-0.4519999999999995,-0.4855241386980305
-0.4499999999999995,-0.48305506561657774
-0.4479999999999995,-0.4805907587298484
-0.4459999999999995,-0.47813118459286363
-0.4439999999999995,-0.47567630996456434
-0.4419999999999995,-0.4732261018058474
-0.4399999999999995,-0.4707805272776211
-0.4379999999999995,-0.46833955373888053
-0.4359999999999995,-0.4659031487448023
-0.4339999999999995,-0.4634712800448585
-0.4319999999999995,-0.46104391558094926
-0.4299999999999995,-0.45862102348555456
-0.4279999999999995,-0.4562025720799038
-0.4259999999999995,-0.4537885298721639
-0.4239999999999995,-0.45137886555564555
-0.4219999999999995,-0.4489735480070268
-0.4199999999999995,-0.4465725462845945
