x,y
-4,273
-3.992,270.894199812096
-3.984,268.800766529536
-3.976,266.719651147776
-3.968,264.65080476057597
-3.96,262.59417856
-3.952,260.549723836416
-3.944,258.517391978496
-3.936,256.49713447321597
-3.928,254.48890290585598
-3.92,252.49264895999997
-3.912,250.508324417536
-3.904,248.535881158656
-3.896,246.575271161856
-3.888,244.626446503936
-3.88,242.68935935999997
-3.872,240.76396200345596
-3.864,238.850206806016
-3.856,236.94804623769596
-3.848,235.057432866816
-3.84,233.17831935999996
-3.832,231.31065848217597
-3.824,229.45440309657596
-3.816,227.60950616473596
-3.808,225.77592074649596
-3.8,223.95359999999997
-3.792,222.14249718169597
-3.784,220.34256564633597
-3.776,218.55375884697594
-3.768,216.77603033497596
-3.76,215.00933375999995
-3.752,213.25362287001596
-3.7439999999999998,211.50885151129594
-3.7359999999999998,209.77497362841595
-3.7279999999999998,208.05194326425595
-3.7199999999999998,206.33971455999995
-3.7119999999999997,204.63824175513594
-3.7039999999999997,202.94747918745594
-3.6959999999999997,201.26738129305593
-3.6879999999999997,199.59790260633594
-3.6799999999999997,197.93899775999992
-3.6719999999999997,196.29062148505594
-3.6639999999999997,194.65272861081593
-3.6559999999999997,193.02527406489594
-3.6479999999999997,191.40821287321594
-3.6399999999999997,189.80150015999993
-3.6319999999999997,188.20509114777593
-3.6239999999999997,186.61894115737593
-3.6159999999999997,185.04300560793595
-3.6079999999999997,183.47724001689593
-3.5999999999999996,181.92159999999996
-3.5919999999999996,180.37604127129595
-3.5839999999999996,178.84051964313593
-3.5759999999999996,177.31499102617593
-3.5679999999999996,175.79941142937594
-3.5599999999999996,174.29373695999993
-3.5519999999999996,172.79792382361592
-3.5439999999999996,171.31192832409593
-3.5359999999999996,169.83570686361594
-3.5279999999999996,168.36921594265593
-3.5199999999999996,166.91241215999992
-3.5119999999999996,165.46525221273595
-3.5039999999999996,164.02769289625593
-3.4959999999999996,162.59969110425592
-3.4879999999999995,161.18120382873593
-3.4799999999999995,159.77218815999993
-3.4719999999999995,158.3726012866559
-3.4639999999999995,156.9824004956159
-3.4559999999999995,155.60154317209592
-3.4479999999999995,154.22998679961592
-3.4399999999999995,152.8676889599999
-3.4319999999999995,151.51460733337592
-3.4239999999999995,150.1706996981759
-3.4159999999999995,148.8359239311359
-3.4079999999999995,147.51023800729592
-3.3999999999999995,146.19359999999992
-3.3919999999999995,144.8859680808959
-3.3839999999999995,143.58730051993592
-3.3759999999999994,142.29755568537593
-3.3679999999999994,141.01669204377592
-3.3599999999999994,139.74466815999992
-3.3519999999999994,138.48144269721593
-3.3439999999999994,137.2269744168959
-3.3359999999999994,135.9812221788159
-3.3279999999999994,134.7441449410559
-3.3199999999999994,133.5157017599999
-3.3119999999999994,132.29585179033592
-3.3039999999999994,131.0845542850559
-3.2959999999999994,129.88176859545592
-3.2879999999999994,128.6874541711359
-3.2799999999999994,127.5015705599999
-3.2719999999999994,126.32407740825592
-3.2639999999999993,125.1549344604159
-3.2559999999999993,123.9941015592959
-3.2479999999999993,122.8415386460159
-3.2399999999999993,121.6972057599999
-3.2319999999999993,120.5610630389759
-3.2239999999999993,119.43307071897591
-3.2159999999999993,118.3131891343359
-3.2079999999999993,117.2013787176959
-3.1999999999999993,116.0975999999999
-3.1919999999999993,115.0018136104959
-3.1839999999999993,113.91398027673591
-3.1759999999999993,112.8340608245759
-3.1679999999999993,111.7620161781759
-3.1599999999999993,110.6978073599999
-3.1519999999999992,109.64139549081591
-3.1439999999999992,108.59274178969589
-3.1359999999999992,107.55180757401591
-3.1279999999999992,106.5185542594559
-3.119999999999999,105.4929433599999
-3.111999999999999,104.4749364879359
-3.103999999999999,103.46449535385591
-3.095999999999999,102.46158176665591
-3.087999999999999,101.4661576335359
-3.079999999999999,100.4781849599999
-3.071999999999999,99.4976258498559
-3.063999999999999,98.52444250521589
-3.055999999999999,97.5585972264959
-3.047999999999999,96.60005241241589
-3.039999999999999,95.64877055999989
-3.031999999999999,94.7047142645759
-3.023999999999999,93.7678462197759
-3.015999999999999,92.83812921753591
-3.007999999999999,91.9155261480959
-2.999999999999999,90.9999999999999
-2.991999999999999,90.0915138600959
-2.983999999999999,89.19003091353589
-2.975999999999999,88.29551444377589
-2.967999999999999,87.4079278325759
-2.959999999999999,86.5272345599999
-2.951999999999999,85.65339820441591
-2.943999999999999,84.7863824424959
-2.935999999999999,83.92615104921589
-2.927999999999999,83.07266789785591
-2.919999999999999,82.2258969599999
-2.911999999999999,81.3858023055359
-2.903999999999999,80.55234810265591
-2.895999999999999,79.7254986178559
-2.887999999999999,78.9052182159359
-2.879999999999999,78.0914713599999
-2.871999999999999,77.2842226114559
-2.863999999999999,76.4834366300159
-2.855999999999999,75.6890781736959
-2.847999999999999,74.9011120988159
-2.839999999999999,74.1195033599999
-2.831999999999999,73.34421701017591
-2.823999999999999,72.5752182005759
-2.815999999999999,71.81247218073591
-2.807999999999999,71.0559442984959
-2.799999999999999,70.3055999999999
-2.791999999999999,69.5614048296959
-2.783999999999999,68.8233244303359
-2.775999999999999,68.0913245429759
-2.767999999999999,67.3653710069759
-2.759999999999999,66.6454297599999
-2.751999999999999,65.9314668380159
-2.743999999999999,65.2234483752959
-2.735999999999999,64.5213406044159
-2.727999999999999,63.82510985625591
-2.719999999999999,63.1347225599999
-2.711999999999999,62.45014524313591
-2.703999999999999,61.7713445314559
-2.695999999999999,61.098287149055906
-2.687999999999999,60.4309399183359
-2.679999999999999,59.7692697599999
-2.671999999999999,59.1132436930559
-2.663999999999999,58.4628288348159
-2.655999999999999,57.8179924008959
-2.647999999999999,57.17870170521591
-2.639999999999999,56.5449241599999
-2.631999999999999,55.91662727577591
-2.6239999999999988,55.2937786613759
-2.6159999999999988,54.676346023935906
-2.6079999999999988,54.064297168895905
-2.5999999999999988,53.45759999999991
-2.5919999999999987,52.85622251929591
-2.5839999999999987,52.260132827135905
-2.5759999999999987,51.66929912217591
-2.5679999999999987,51.08368970137591
-2.5599999999999987,50.50327295999991
-2.5519999999999987,49.92801739161591
-2.5439999999999987,49.35789158809591
-2.5359999999999987,48.79286423961591
-2.5279999999999987,48.23290413465591
-2.5199999999999987,47.67798015999991
-2.5119999999999987,47.12806130073591
-2.5039999999999987,46.58311664025591
-2.4959999999999987,46.04311536025591
-2.4879999999999987,45.508026740735914
-2.4799999999999986,44.97782015999991
-2.4719999999999986,44.45246509465591
-2.4639999999999986,43.93193111961591
-2.4559999999999986,43.416187908095914
-2.4479999999999986,42.905205231615916
-2.4399999999999986,42.39895295999992
-2.4319999999999986,41.897401061375916
-2.4239999999999986,41.40051960217591
-2.4159999999999986,40.90827874713591
-2.4079999999999986,40.420648759295915
-2.3999999999999986,39.93759999999991
-2.3919999999999986,39.459102928895916
-2.3839999999999986,38.985128103935914
-2.3759999999999986,38.515646181375914
-2.3679999999999986,38.05062791577591
-2.3599999999999985,37.59004415999991
-2.3519999999999985,37.13386586521592
-2.3439999999999985,36.68206408089591
-2.3359999999999985,36.23460995481592
-2.3279999999999985,35.79147473305592
-2.3199999999999985,35.352629759999914
-2.3119999999999985,34.91804647833592
-2.3039999999999985,34.487696429055916
-2.2959999999999985,34.06155125145592
-2.2879999999999985,33.63958268313592
-2.2799999999999985,33.221762559999924
-2.2719999999999985,32.80806281625593
-2.2639999999999985,32.39845548441592
-2.2559999999999985,31.99291269529592
-2.2479999999999984,31.59140667801592
