x,y
-4,-0.6536436208636119
-3.992,-0.6596770597614897
-3.984,-0.665668279552712
-3.976,-0.6716168968012574
-3.968,-0.677522530797652
-3.96,-0.6833848035833362
-3.952,-0.6892033399748526
-3.944,-0.6949777675878582
-3.936,-0.7007077168609568
-3.928,-0.7063928210793505
-3.92,-0.7120327163983102
-3.912,-0.7176270418664603
-3.904,-0.7231754394488805
-3.896,-0.7286775540500193
-3.888,-0.7341330335364203
-3.88,-0.7395415287592585
-3.872,-0.7449026935766857
-3.864,-0.7502161848759836
-3.856,-0.7554816625955229
-3.848,-0.7606987897465264
-3.84,-0.7658672324346374
-3.832,-0.770986659881288
-3.824,-0.7760567444448693
-3.816,-0.7810771616416994
-3.808,-0.7860475901667916
-3.8,-0.7909677119144168
-3.792,-0.7958372119984626
-3.784,-0.8006557787725856
-3.776,-0.8054231038501571
-3.768,-0.8101388821239993
-3.76,-0.8148028117859125
-3.752,-0.8194145943459901
-3.7439999999999998,-0.8239739346517225
-3.7359999999999998,-0.8284805409068864
-3.7279999999999998,-0.8329341246902195
-3.7199999999999998,-0.8373344009738802
-3.7119999999999997,-0.8416810881416881
-3.7039999999999997,-0.845973908007148
-3.6959999999999997,-0.850212585831254
-3.6879999999999997,-0.8543968503400721
-3.6799999999999997,-0.8585264337421018
-3.6719999999999997,-0.8626010717454152
-3.6639999999999997,-0.8666205035745708
-3.6559999999999997,-0.8705844719873034
-3.6479999999999997,-0.8744927232909876
-3.6399999999999997,-0.8783450073588741
-3.6319999999999997,-0.8821410776460975
-3.6239999999999997,-0.885880691205455
-3.6159999999999997,-0.8895636087029554
-3.6079999999999997,-0.8931895944331357
-3.5999999999999996,-0.8967584163341472
-3.5919999999999996,-0.9002698460026061
-3.5839999999999996,-0.9037236587082123
-3.5759999999999996,-0.9071196334081315
-3.5679999999999996,-0.9104575527611422
-3.5599999999999996,-0.9137372031415448
-3.5519999999999996,-0.9169583746528348
-3.5439999999999996,-0.9201208611411348
-3.5359999999999996,-0.9232244602083891
-3.5279999999999996,-0.9262689732253165
-3.5199999999999996,-0.9292542053441234
-3.5119999999999996,-0.932179965510973
-3.5039999999999996,-0.9350460664782133
-3.4959999999999996,-0.9378523248163607
-3.4879999999999995,-0.9405985609258395
-3.4799999999999995,-0.943284599048476
-3.4719999999999995,-0.945910267278747
-3.4639999999999995,-0.9484753975747824
-3.4559999999999995,-0.9509798257691185
-3.4479999999999995,-0.9534233915792059
-3.4399999999999995,-0.9558059386176665
-3.4319999999999995,-0.9581273144023035
-3.4239999999999995,-0.9603873703658588
-3.4159999999999995,-0.9625859618655221
-3.4079999999999995,-0.9647229481921881
-3.3999999999999995,-0.9667981925794612
-3.3919999999999995,-0.9688115622124088
-3.3839999999999995,-0.9707629282360619
-3.3759999999999994,-0.972652165763661
-3.3679999999999994,-0.974479153884649
-3.3599999999999994,-0.9762437756724099
-3.3519999999999994,-0.9779459181917517
-3.3439999999999994,-0.979585472506134
-3.3359999999999994,-0.9811623336846403
-3.3279999999999994,-0.9826764008086937
-3.3199999999999994,-0.9841275769785146
-3.3119999999999994,-0.9855157693193238
