x,y
-4,-183
-3.992,-181.898238464
-3.984,-180.80094771199998
-3.976,-179.708118528
-3.968,-178.619741696
-3.96,-177.53580800000003
-3.952,-176.456308224
-3.944,-175.381233152
-3.936,-174.310573568
-3.928,-173.244320256
-3.92,-172.18246399999998
-3.912,-171.12499558399998
-3.904,-170.071905792
-3.896,-169.02318540799996
-3.888,-167.978825216
-3.88,-166.938816
-3.872,-165.903148544
-3.864,-164.871813632
-3.856,-163.844802048
-3.848,-162.82210457599996
-3.84,-161.803712
-3.832,-160.789615104
-3.824,-159.77980467199998
-3.816,-158.77427148799998
-3.808,-157.77300633599998
-3.8,-156.77599999999998
-3.792,-155.78324326399996
-3.784,-154.794726912
-3.776,-153.81044172799997
-3.768,-152.83037849599998
-3.76,-151.85452799999996
-3.752,-150.88288102399997
-3.7439999999999998,-149.91542835199996
-3.7359999999999998,-148.952160768
-3.7279999999999998,-147.99306905599997
-3.7199999999999998,-147.03814399999996
-3.7119999999999997,-146.08737638399998
-3.7039999999999997,-145.14075699199998
-3.6959999999999997,-144.19827660799996
-3.6879999999999997,-143.25992601599995
-3.6799999999999997,-142.32569599999997
-3.6719999999999997,-141.39557734399995
-3.6639999999999997,-140.46956083199998
-3.6559999999999997,-139.54763724799997
-3.6479999999999997,-138.62979737599997
-3.6399999999999997,-137.71603199999996
-3.6319999999999997,-136.80633190399996
-3.6239999999999997,-135.90068787199996
-3.6159999999999997,-134.99909068799997
-3.6079999999999997,-134.10153113599998
-3.5999999999999996,-133.20799999999997
-3.5919999999999996,-132.31848806399995
-3.5839999999999996,-131.43298611199995
-3.5759999999999996,-130.55148492799995
-3.5679999999999996,-129.67397529599995
-3.5599999999999996,-128.80044799999996
-3.5519999999999996,-127.93089382399997
-3.5439999999999996,-127.06530355199996
-3.5359999999999996,-126.20366796799996
-3.5279999999999996,-125.34597785599996
-3.5199999999999996,-124.49222399999995
-3.5119999999999996,-123.64239718399996
-3.5039999999999996,-122.79648819199997
-3.4959999999999996,-121.95448780799997
-3.4879999999999995,-121.11638681599993
-3.4799999999999995,-120.28217599999996
-3.4719999999999995,-119.45184614399996
-3.4639999999999995,-118.62538803199995
-3.4559999999999995,-117.80279244799993
-3.4479999999999995,-116.98405017599995
-3.4399999999999995,-116.16915199999995
-3.4319999999999995,-115.35808870399994
-3.4239999999999995,-114.55085107199994
-3.4159999999999995,-113.74742988799994
-3.4079999999999995,-112.94781593599996
-3.3999999999999995,-112.15199999999996
-3.3919999999999995,-111.35997286399993
-3.3839999999999995,-110.57172531199996
-3.3759999999999994,-109.78724812799996
-3.3679999999999994,-109.00653209599996
-3.3599999999999994,-108.22956799999994
-3.3519999999999994,-107.45634662399993
-3.3439999999999994,-106.68685875199995
-3.3359999999999994,-105.92109516799994
-3.3279999999999994,-105.15904665599993
-3.3199999999999994,-104.40070399999996
-3.3119999999999994,-103.64605798399994
-3.3039999999999994,-102.89509939199993
-3.2959999999999994,-102.14781900799994
-3.2879999999999994,-101.40420761599994
-3.2799999999999994,-100.66425599999994
-3.2719999999999994,-99.92795494399994
-3.2639999999999993,-99.19529523199995
-3.2559999999999993,-98.46626764799994
-3.2479999999999993,-97.74086297599993
-3.2399999999999993,-97.01907199999995
-3.2319999999999993,-96.30088550399994
-3.2239999999999993,-95.58629427199995
-3.2159999999999993,-94.87528908799993
-3.2079999999999993,-94.16786073599994
-3.1999999999999993,-93.46399999999994
-3.1919999999999993,-92.76369766399993
-3.1839999999999993,-92.06694451199994
-3.1759999999999993,-91.37373132799993
-3.1679999999999993,-90.68404889599995
-3.1599999999999993,-89.99788799999995
-3.1519999999999992,-89.31523942399994
-3.1439999999999992,-88.63609395199994
-3.1359999999999992,-87.96044236799993
-3.1279999999999992,-87.28827545599994
-3.119999999999999,-86.61958399999993
-3.111999999999999,-85.95435878399994
-3.103999999999999,-85.29259059199993
-3.095999999999999,-84.63427020799995
-3.087999999999999,-83.97938841599994
-3.079999999999999,-83.32793599999994
-3.071999999999999,-82.67990374399993
-3.063999999999999,-82.03528243199992
-3.055999999999999,-81.39406284799993
-3.047999999999999,-80.75623577599993
-3.039999999999999,-80.12179199999994
-3.031999999999999,-79.49072230399993
-3.023999999999999,-78.86301747199994
-3.015999999999999,-78.23866828799993
-3.007999999999999,-77.61766553599993
-2.999999999999999,-76.99999999999993
-2.991999999999999,-76.38566246399994
-2.983999999999999,-75.77464371199993
-2.975999999999999,-75.16693452799993
-2.967999999999999,-74.56252569599992
-2.959999999999999,-73.96140799999993
-2.951999999999999,-73.36357222399992
-2.943999999999999,-72.76900915199994
-2.935999999999999,-72.17770956799993
-2.927999999999999,-71.58966425599993
-2.919999999999999,-71.00486399999994
-2.911999999999999,-70.42329958399992
-2.903999999999999,-69.84496179199994
-2.895999999999999,-69.26984140799992
-2.887999999999999,-68.69792921599992
-2.879999999999999,-68.12921599999994
-2.871999999999999,-67.56369254399992
-2.863999999999999,-67.00134963199993
-2.855999999999999,-66.44217804799993
-2.847999999999999,-65.88616857599992
-2.839999999999999,-65.33331199999992
-2.831999999999999,-64.78359910399993
-2.823999999999999,-64.23702067199991
-2.815999999999999,-63.69356748799993
-2.807999999999999,-63.153230335999936
-2.799999999999999,-62.61599999999994
-2.791999999999999,-62.081867263999925
-2.783999999999999,-61.55082291199993
-2.775999999999999,-61.022857727999934
-2.767999999999999,-60.49796249599993
-2.759999999999999,-59.97612799999993
-2.751999999999999,-59.45734502399993
-2.743999999999999,-58.94160435199993
-2.735999999999999,-58.42889676799993
-2.727999999999999,-57.919213055999926
-2.719999999999999,-57.412543999999926
-2.711999999999999,-56.90888038399993
-2.703999999999999,-56.40821299199992
-2.695999999999999,-55.910532607999926
-2.687999999999999,-55.41583001599993
-2.679999999999999,-54.92409599999993
-2.671999999999999,-54.435321343999924
-2.663999999999999,-53.94949683199993
-2.655999999999999,-53.46661324799993
-2.647999999999999,-52.98666137599993
-2.639999999999999,-52.509631999999925
-2.631999999999999,-52.03551590399992
-2.6239999999999988,-51.56430387199993
-2.6159999999999988,-51.09598668799993
-2.6079999999999988,-50.630555135999934
-2.5999999999999988,-50.16799999999993
-2.5919999999999987,-49.70831206399993
-2.5839999999999987,-49.25148211199993
-2.5759999999999987,-48.79750092799993
-2.5679999999999987,-48.34635929599993
-2.5599999999999987,-47.898047999999925
-2.5519999999999987,-47.45255782399993
-2.5439999999999987,-47.00987955199992
-2.5359999999999987,-46.57000396799993
-2.5279999999999987,-46.132921855999925
-2.5199999999999987,-45.69862399999993
-2.5119999999999987,-45.267101183999934
-2.5039999999999987,-44.83834419199993
-2.4959999999999987,-44.41234380799993
-2.4879999999999987,-43.98909081599992
-2.4799999999999986,-43.56857599999993
-2.4719999999999986,-43.15079014399993
-2.4639999999999986,-42.735724031999936
-2.4559999999999986,-42.32336844799993
-2.4479999999999986,-41.91371417599993
-2.4399999999999986,-41.50675199999992
-2.4319999999999986,-41.10247270399992
-2.4239999999999986,-40.70086707199993
-2.4159999999999986,-40.30192588799993
-2.4079999999999986,-39.90563993599993
-2.3999999999999986,-39.51199999999993
-2.3919999999999986,-39.120996863999935
-2.3839999999999986,-38.73262131199993
-2.3759999999999986,-38.34686412799993
-2.3679999999999986,-37.963716095999935
-2.3599999999999985,-37.58316799999993
-2.3519999999999985,-37.20521062399993
-2.3439999999999985,-36.82983475199993
-2.3359999999999985,-36.45703116799993
-2.3279999999999985,-36.086790655999934
-2.3199999999999985,-35.71910399999993
-2.3119999999999985,-35.35396198399993
-2.3039999999999985,-34.99135539199993
-2.2959999999999985,-34.63127500799993
-2.2879999999999985,-34.27371161599993
-2.2799999999999985,-33.918655999999935
-2.2719999999999985,-33.56609894399993
-2.2639999999999985,-33.216031231999935
-2.2559999999999985,-32.86844364799993
-2.2479999999999984,-32.523326975999936
-2.2399999999999984,-32.18067199999993
-2.2319999999999984,-31.840469503999934
-2.2239999999999984,-31.502710271999934
-2.2159999999999984,-31.167385087999936
-2.2079999999999984,-30.83448473599993
